UniqueCount	AmbigCount
26	0
0	0
34	158
0	8
35	99
717	1196
194	0
7	1082
190	470
1154	2867
143	0
0	0
176	26
0	0
270	385
0	0
454	0
48	0
11	0
0	485
0	0
0	156
642	759
83	480
2	131
141	0
0	41
77	3858
7	0
0	0
8	0
27	73
0	12
6	563
0	2
0	10
74	49
0	5
264	402
0	0
77	3952
169	0
0	0
0	0
70	0
10	51
19	137
22	9
8	9
0	48
700	93
0	0
31	4
1	158
3	0
1	0
0	0
370	1130
0	84
0	17
60	2187
0	5
59	0
50	0
14	394
0	0
4	1
0	0
7	185
209	1041
13	1340
103	0
0	0
3	9
0	0
2	0
111	196
37	3
0	0
214	1876
11	2594
3	43
7	41
2	0
15	0
38	52
487	185
387	2316
613	0
781	931
18	0
77	0
375	2533
2	0
623	19
1075	485
20	214
4	80
4	293
108	1125
2	86
0	0
84	358
1207	263
0	0
115	448
147	0
4595	531
36	202
0	0
0	0
1	4
0	0
13	395
1	0
0	0
0	0
27	0
1	0
4	1367
350	0
6	255
9	53
0	0
0	0
15	2
58	6
18	1868
0	33
0	9
0	0
53	754
12	0
90	0
111	844
6	207
8	4
1	428
0	0
1	6
0	0
587	0
534	391
85	4
4	67
0	0
2	0
157	0
15	271
20	0
11	0
0	365
0	0
1	6
4	66
0	3
89	131
10	507
3842	105
0	0
0	0
2	115
153	199
28	1368
0	44
123	0
302	16
42	2
29	473
0	0
93	10
2117	156
20	41
2	28
53	48
0	32
0	0
6	15
0	0
117	242
166	26
1	0
1694	687
2	555
0	0
0	0
0	2
0	1
2	265
1	731
4	2
8	2
95	8
393	279
460	108
212	26
7	32
1876	0
0	0
0	0
41	4
0	132
235	0
0	0
3	0
421	935
9824	2260
579	34
26	51
0	257
5	14
105	1439
20	0
10592	911
2	75
0	0
1277	26
0	230
0	761
16	9
0	2
0	5
0	0
0	0
78	0
107	0
0	274
10	2160
119	108
217	1704
16	0
63	23
2	17
2	286
0	0
1	13
464	0
33	260
974	1557
0	0
11	0
14	0
3774	1653
8	423
179	76
7	74
35	0
241	822
159	0
0	0
1	1124
0	0
2	0
1	0
0	63
4	1240
36	1413
0	18
0	0
21	0
653	0
26	112
6	25
521	4
8	1
4	0
399	18
202	0
367	1398
77	0
0	0
0	0
0	0
0	0
221	8
186	0
9	1
0	160
0	0
33	15
0	0
137	1572
38	800
9	0
0	0
27	23
5	742
124	659
231	211
3	0
265	2990
0	0
0	0
1	0
0	0
1540	0
103	657
349	406
108	0
203	0
149	550
33	168
6	0
13	747
0	0
243	0
1644	22
0	6
38	16
5	33
131	638
97	41
1	121
5	85
0	0
0	30
5	0
16	87
4	677
0	0
148	423
76	183
0	0
0	0
0	0
0	0
3	45
0	0
15	2
95	0
1769	1158
18	43
308	0
230	1870
534	621
1115	2464
148	0
0	1
2	0
0	13
0	0
0	0
0	0
0	52
0	0
0	0
0	0
28	26
0	0
15	51
1299	268
213	830
967	909
56	440
256	0
187	2686
8	366
233	81
129	304
481	4
3236	30
1169	128
1	0
117	382
799	388
0	0
0	0
0	0
0	0
48	87
5519	6
104	54
969	242
500	324
14	273
47	457
215	0
731	3
14660	162
0	0
2467	0
0	241
0	116
376	628
14	0
58	0
203	3
60	202
75	0
4922	0
59	0
86	274
261	478
680	0
106	0
0	0
13	0
389	228
48	4
1226	0
0	0
4786	0
70	97
0	0
7	802
3	90
0	11
0	37
18	196
145	898
289	0
1	0
0	158
0	0
12	53
517	146
351	0
3721	0
444	29
138	0
217	0
836	1
274	0
44	23
0	57
0	0
5	96
164	562
81	2266
67	224
4562	0
686	27
69	0
778	0
447	0
351	307
185	0
23	1
0	0
256	0
130	0
114	0
211	1272
2	9
506	0
324	0
436	53
94	39
8	1524
4	0
96	0
623	2434
0	3
13	142
174	0
1849	105
523	1634
9	1580
0	0
37	72
0	0
4	223
19	0
0	0
4	0
2	10
0	0
0	0
0	0
1	0
5	33
133	62
31	420
0	60
8	18
2	60
33	50
0	0
0	0
0	37
0	0
776	11
25	166
54	40
194	818
394	0
65	0
60	0
77	13
26	34
1	50
1	876
0	7
0	15
104	420
0	0
2	6
208	1
2630	56
164	0
0	0
0	0
31	212
5	0
174	910
112	673
188	74
15	2
126	8
30	0
679	44
66	288
107	0
2	64
170	361
1	519
23	156
138	130
222	0
0	15
210	0
208	1
2	11
0	20
0	0
0	0
0	0
27	1
0	0
0	0
0	0
0	0
0	0
1	31
2	2
14	967
61	0
5	4
4	1898
2	315
0	229
150	1214
0	3
0	16
312	339
0	15
0	3
0	3
72	739
133	181
13	81
349	0
1411	34
168	578
9	2425
0	0
40	53
518	184
0	0
30	56
7	28
0	0
286	0
0	0
0	0
0	0
0	5
2	5
0	0
0	0
0	25
0	0
1	0
0	0
0	12
13	0
0	0
1321	60
0	0
2	0
0	0
5	34
38	24
91	1536
378	66
2443	0
2363	812
378	0
5	0
0	0
561	83
3	25
206	0
0	83
0	2388
2	0
0	0
13	180
191	0
116	0
430	271
1	0
41	1891
14	19
155	0
0	5
0	0
0	0
0	0
143	3
1	36
641	3271
0	0
25	0
0	14
19	0
1145	100
257	2
698	0
0	103
0	1
0	1
0	0
0	0
206	192
1	0
7	0
0	0
0	1
0	0
0	0
0	0
193	919
1	0
2	0
1	0
3	1
0	169
14	1284
17	20
4	31
357	4302
0	178
0	52
0	0
1	5
1	0
0	0
22	0
156	47
101	0
3	0
0	0
485	126
4	43
358	375
0	0
18	0
326	903
1136	66
20	326
133	1
5283	17
382	34
536	165
0	0
20	8
7	144
5	61
55	12
5	0
28	849
13	414
0	0
0	0
274	4008
1	0
10	0
0	0
108	449
157	912
1	340
317	2377
68	437
0	0
1	0
994	40
888	59
0	0
0	3
7	0
0	24
0	0
3	0
198	0
51	0
65	2543
215	0
3946	2
0	0
0	0
0	0
1	0
326	8
7	0
0	0
333	136
66	50
55	939
149	1356
150	1484
61	64
48	3024
146	11
2	0
0	60
15	0
2374	16
1	0
0	0
6	0
8	17
90	582
1	0
1	0
3	247
0	0
6	0
1092	303
10	2243
13	0
161	397
4	0
2	4
33	38
147	0
0	0
0	0
0	0
103	774
965	30
11	0
37	9
587	3644
0	52
261	6
574	2130
203	0
454	420
30	1719
0	0
76	409
0	0
71	20
0	55
3	4
146	216
123	99
0	0
35	122
26	53
158	11
107	918
2	1
2	2
0	0
277	1430
234	360
17	0
88	0
27	0
0	0
0	0
0	0
0	24
65	363
0	27
0	0
0	0
4	82
97	642
17	2458
38	39
47	773
2	0
1493	231
0	0
27	0
0	0
0	0
151	10
0	8
3	561
102	56
35	56
119	96
21	802
96	150
440	957
311	246
338	0
586	0
29	0
172	801
37	0
0	0
0	260
4	509
3	805
0	0
0	0
5	0
5	0
261	167
29	15
11	3
18	44
1	910
33	0
0	166
3	113
284	1148
0	0
0	0
1	0
1	1569
1	317
0	0
0	0
0	0
16	387
2	503
44	35
650	37
182	18
14	170
469	114
3	18
42	523
6	2107
11	196
353	392
369	2269
0	3
371	79
1	1
350	28
50	252
0	593
877	1189
0	17
1	0
3	140
0	0
2	0
0	0
506	256
199	0
216	56
288	0
583	0
90	1
26	110
29	468
0	0
58	15
10	507
0	0
56	0
1	8
0	2
7	3
0	653
0	1
0	80
16	0
22	184
1	22
1	3
0	131
3	1
0	0
0	0
383	21
907	13
268	0
102	386
1735	860
799	832
0	0
372	1159
765	149
24	0
415	126
1	0
71	0
0	17
297	0
150	0
314	38
294	0
361	429
57	0
2	0
3	0
2	0
2771	0
75	77
18	42
259	20
381	256
2	0
0	0
152	300
22	3
44	21
2	6
9	19
0	70
8	1418
97	0
0	3
17	195
12	334
181	0
1	1
0	0
5	7
15	90
23	0
2	857
0	4
1	0
2569	0
1	0
195	876
0	0
3	152
1	0
0	0
20	2583
0	0
0	0
153	331
3	1
129	58
71	180
198	0
16	82
4	20
33	57
1	0
23	296
2	115
205	77
193	0
18	3
49	1498
121	0
5369	3
3445	534
8	0
0	0
0	0
1295	109
426	203
770	1075
310	0
0	22
2	209
54	4
142	509
0	0
171	3131
9	4
0	179
0	0
33	0
0	0
12	542
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	33
0	0
0	0
0	0
0	6
1	64
0	0
0	25
9	0
55	180
9	188
0	0
6	97
0	1
7	2
0	0
0	23
7	124
1	0
30	0
0	1
1	19
0	0
8	463
18	424
0	30
0	0
4	13
15	201
0	0
0	0
0	0
6137	569
0	120
144	14
0	0
60	3
0	199
3272	3
0	0
0	0
1098	13
1600	468
0	0
1	22
1	0
15	15
0	46
0	38
0	0
9	63
0	0
47	0
10	0
63	12
92	2750
4	49
0	0
0	0
0	0
0	0
1076	0
3	33
36	73
22	208
31	0
7	2
121	3940
300	8
235	0
0	0
81	208
105	0
231	73
123	0
42	2433
0	442
138	1413
0	438
1	0
38	21
3	56
0	10
4	5
0	0
164	1590
0	0
0	5
0	0
330	635
173	0
25	22
63	49
138	257
106	123
124	0
198	32
108	0
22	0
2027	0
452	875
0	0
21	195
0	0
37	95
34	55
4	164
0	0
0	0
7	0
1	0
57	0
14	234
0	0
0	0
315	3
380	132
400	2
361	0
23	882
0	0
0	0
80	399
0	29
0	37
0	0
0	61
86	0
20	1
0	0
0	1
27	0
1	0
2387	0
2	16
1775	222
3	0
1195	296
1416	834
2	93
1	1827
19	0
3	1
138	2207
39	779
4	156
52	461
0	55
249	2367
1	0
0	0
4	2168
0	201
0	0
0	0
1181	94
65	1476
17	15
11	0
2	56
4	0
24	216
162	0
494	3209
2370	0
793	221
52	1725
0	0
0	0
0	129
0	0
2	331
0	0
0	0
26	726
116	132
225	0
2	207
1	0
15	0
0	370
8	338
5	105
0	0
186	182
42	147
36	10
112	17
768	338
630	0
32	0
26	0
20	3518
7	254
8	216
5	1399
749	0
177	0
93	0
242	0
1931	146
128	29
940	262
7	17
231	6100
288	382
1	0
73	333
190	0
160	68
0	1
1	3
67	222
17	580
483	0
1085	133
1085	1
20	99
41	15
83	1784
46	3163
85	2943
4	66
104	57
1	22
16	132
78	451
7	1552
10	7
4	643
5887	0
40	0
0	0
0	0
9	21
166	0
982	1316
0	0
205	0
42	218
118	0
271	51
0	1
101	30
548	0
0	0
0	0
113	687
2	505
0	0
3	1995
154	0
571	765
0	30
0	0
0	0
