UniqueCount	AmbigCount
27	0
0	0
11	85
0	1
196	58
277	940
50	0
71	462
57	241
515	1747
37	0
0	0
59	18
1	0
149	263
0	0
1062	0
120	0
0	0
1	242
0	0
0	132
243	246
47	293
11	171
38	1
0	9
24	3302
1	0
0	0
3	0
1	34
0	3
4	439
14	2
0	4
95	18
0	6
130	173
0	25
34	3197
70	0
1	0
0	0
136	0
6	24
16	148
4	4
4	14
0	28
580	67
0	67
69	0
0	409
0	0
1	0
0	0
216	468
0	102
4	8
97	1337
0	2
131	0
62	0
14	185
0	0
21	12
0	0
17	116
141	768
489	1022
120	2
0	0
12	23
1	0
1	0
112	152
388	0
236	1
126	1360
13	2299
3	30
0	15
2	0
6	0
25	78
181	164
190	1323
261	0
211	680
61	0
4484	0
120	1621
59	5
291	3
3794	377
115	324
35	78
1	305
87	847
1	40
0	0
1729	443
364	188
0	0
151	285
45	0
2302	294
29	73
0	0
0	0
2	23
0	0
2	386
305	2
5	0
1	0
46	0
7	1
315	712
181	0
4	80
0	17
0	0
0	0
86	0
286	2
13	1307
0	14
0	10
0	0
446	711
47	0
42	0
266	764
4	162
156	1
1	340
0	0
1	5
0	0
291	0
686	241
32	6
3	24
0	0
0	0
96	0
11	229
3	0
84	0
0	123
0	0
1	11
0	53
0	5
63	149
8	356
1423	48
0	0
0	0
2	294
72	91
217	945
0	23
542	0
151	3
1088	0
4	250
3	0
36	6
732	86
10	16
4	13
41	45
0	17
0	0
7	7
0	0
39	188
71	10
2	0
426	412
0	189
0	0
0	0
0	14
0	0
0	123
3	348
102	22
5	2
62	13
246	223
210	77
72	18
3	18
381	0
0	0
0	0
264	2
0	47
134	0
1	0
24	0
102	734
4599	1712
337	37
33	49
0	73
6	11
492	916
7	0
4007	516
3	45
0	0
2852	27
0	54
0	563
5	0
0	4
0	20
0	4
0	0
40	0
66	0
0	104
2	1387
65	45
539	1010
1	0
49	17
0	5
1	208
0	0
4	7
1547	0
29	122
220	945
0	0
9	0
16	0
1272	1105
22	251
150	14
6	37
27	0
208	467
48	0
0	0
0	958
2	0
8	0
0	0
0	66
1	675
28	969
0	18
0	0
437	0
657	0
110	71
110	25
621	11
217	1
168	0
82	7
73	0
176	1350
5	0
1	0
0	0
0	0
0	0
300	8
86	0
4	2
0	51
5	1
35	1
0	0
99	1343
29	480
5	0
0	0
8	7
5	391
30	225
172	132
1	2
87	2167
0	0
11	0
2	0
0	0
652	0
64	538
124	220
220	0
119	0
65	364
20	86
6	0
11	668
0	0
218	0
1028	7
0	6
56	15
5	17
177	399
32	34
5	67
0	4
0	0
0	35
6	3
20	72
6	390
0	1
125	283
37	99
22	0
4	0
0	0
1	0
1	7
0	0
9	1
133	0
1069	648
5	35
367	0
317	1224
1101	1164
803	1777
162	0
0	2
0	1
3	48
0	0
0	0
0	0
0	22
0	0
0	0
0	0
8	2
0	0
15	29
1157	217
206	809
1112	843
82	394
173	0
483	2176
6	191
198	56
55	324
142	0
710	11
309	140
0	0
50	255
792	364
0	0
0	0
2	0
1	0
35	71
3455	4
96	43
410	256
246	165
5	113
122	436
119	0
324	2
8798	83
0	0
1042	0
0	121
0	124
76	372
10	0
57	0
144	3
32	117
47	0
2204	0
34	0
42	102
303	252
347	0
9	0
2	0
35	0
297	62
9	1
102	0
1	0
7413	0
118	108
0	0
7	659
2	54
0	13
0	40
11	109
55	635
28	0
4	0
0	68
0	0
41	28
345	51
216	0
2375	0
2066	14
75	0
369	0
400	2
146	0
25	11
4	28
0	1
9	57
263	545
17	1213
117	161
2378	0
362	15
42	0
436	0
238	0
739	496
85	0
2	1
0	0
154	1
210	0
81	0
104	948
5	8
189	0
426	0
378	88
99	26
4	902
13	0
6	0
738	1897
0	2
27	133
176	0
2052	57
267	1081
6	1294
0	0
15	38
0	0
6	372
2	0
0	0
1	0
2	3
0	0
0	0
0	0
2	0
23	35
164	39
171	279
0	78
16	24
0	50
6	25
0	0
0	0
2	45
0	0
43	3
8	109
535	32
115	642
449	0
11	0
136	0
124	19
69	165
0	40
1	602
0	4
0	1
11	306
0	0
0	3
461	2
2886	32
783	0
9	0
0	0
80	69
0	0
42	632
32	461
209	76
4	3
59	2
13	0
175	23
48	156
88	0
8	35
132	213
0	290
95	249
161	86
184	0
0	15
151	0
2	0
4	15
0	15
3	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	0
16	807
0	0
1	1
2	1561
0	234
8	100
893	3212
0	20
0	5
495	481
3	10
0	9
3	2
18	365
168	121
6	34
1055	3
838	17
31	568
156	3007
0	0
13	22
424	154
0	0
272	49
13	20
0	0
486	1
0	0
1	0
0	0
0	3
2	7
0	0
0	0
0	19
0	0
0	0
0	0
0	7
3	2
0	0
619	36
0	0
11	0
0	0
1017	40
83	48
25	823
270	50
839	0
414	749
96	0
0	0
0	0
192	62
5	9
91	0
5	11
1	1901
9	0
0	0
235	78
130	0
93	0
308	221
1	0
9	1449
4	6
23	0
0	5
0	0
0	0
0	0
1150	0
0	11
223	1705
0	0
45	0
0	2
4	0
287	34
135	0
7812	0
0	101
0	0
0	0
0	0
0	0
179	103
4	1
1	0
0	0
9	34
0	52
0	3
0	0
292	922
1	0
0	0
0	0
0	0
0	5
1	618
4	5
32	31
276	3014
1	57
17	46
0	0
1425	11
37	0
42	0
490	0
860	30
475	0
693	0
2	0
131	62
3	12
80	470
0	0
13	1
85	448
131	45
100	222
422	4
1201	5
200	27
256	63
0	0
13	8
18	128
6	28
25	9
47	0
75	675
200	369
0	0
0	0
906	2578
17	0
1	0
0	0
40	344
553	473
1	275
620	1607
10	372
0	0
0	0
842	20
840	32
0	0
0	5
34	0
0	27
0	0
916	0
168	0
68	0
243	1896
184	0
1292	5
0	0
0	0
0	0
4	0
236	1
3	0
0	0
204	82
31	20
58	613
172	726
452	1174
10	7
12	2108
51	2
0	0
0	44
5	0
58	0
0	0
0	0
2	0
1	7
25	543
0	0
5	0
0	153
0	0
3	1
23	247
4	1811
5	0
46	308
0	0
0	2
35	55
126	0
0	0
0	0
0	0
380	454
2257	10
8	0
38	9
225	2726
0	32
122	0
390	1592
164	0
152	179
11	1292
1	0
39	286
2	0
74	11
0	22
0	6
3092	195
25	55
12	0
17	53
15	79
61	3
44	547
0	1
2	0
0	0
137	618
125	248
18	0
57	0
22	0
0	0
0	0
1	0
0	42
45	256
1	9
107	0
16	0
0	45
488	280
51	2025
162	32
4	725
12	0
1638	235
0	0
1	0
0	0
0	0
72	8
0	5
3	310
41	48
31	55
15	69
7	269
43	142
267	513
80	114
288	0
336	0
19	0
83	457
0	0
0	0
0	73
2	296
2	498
1	0
1	0
5	0
1	0
873	237
17	10
23	2
3	17
1	949
22	0
0	106
2	132
135	785
0	0
1	0
22	1
0	1293
1	174
0	0
0	0
0	0
148	396
1	404
27	16
457	30
77	7
9	74
199	47
0	9
51	260
142	1438
21	185
2068	1840
266	1463
0	4
86	54
2	1
151	9
11	119
4	430
432	1027
8	81
0	0
1	206
0	0
5	0
0	0
216	217
219	0
70	53
225	0
230	0
61	0
15	105
15	297
1	0
26	4
19	551
0	0
135	10
3	13
1	2
1	0
0	440
0	0
0	69
6	0
35	210
5	14
4	4
0	48
2	0
0	0
0	0
182	3
603	8
139	1
50	193
468	609
494	767
0	0
261	640
626	71
14	1
1050	92
0	0
96	0
0	6
269	0
79	0
142	21
268	0
217	146
27	0
1	0
4	0
1	0
1474	0
18	20
7	28
160	8
783	349
6	0
0	0
115	240
5	1
45	38
4	0
2	5
0	64
3	1247
39	0
0	0
63	141
9	190
118	0
2	0
0	0
0	15
9	103
3460	0
0	412
0	5
4	0
132	0
0	0
1215	513
0	0
0	145
0	0
8	7
10	1916
0	2
0	3
540	244
79	0
65	50
15	96
153	0
25	47
3	14
18	39
4	3
15	200
1	58
306	35
192	0
7	6
751	1050
73	0
2704	3
2794	540
201	0
0	0
0	0
257	34
293	221
2192	697
184	0
0	67
13	116
61	8
369	464
0	0
1633	2923
1	1
0	126
0	0
11	0
0	0
15	583
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	41
0	0
0	0
0	0
1	1
24	136
0	0
1	17
15	0
9	57
1	142
0	0
53	61
0	0
8	2
0	0
0	13
9	43
0	0
250	0
10	0
4269	4
0	0
9	251
9	150
9	24
0	0
5	8
8	120
1	0
0	6
0	4
3495	394
0	38
75	8
1	0
7	0
0	154
276	0
0	0
0	0
699	6
556	312
0	0
0	13
2	0
218	511
0	16
13	40
0	0
2	24
0	0
13	0
5	0
42	22
128	2166
1	35
0	0
0	0
8	0
0	0
10	0
0	33
21	53
2	52
13	0
0	4
366	2313
234	3
173	0
12	80
23	129
62	0
50	60
84	3
37	1571
0	207
20	1035
0	244
0	0
19	7
0	50
0	3
12	3
0	0
191	961
0	0
0	1
0	0
450	391
111	0
17	10
15	7
34	132
37	75
98	0
208	22
50	0
4	0
975	0
254	555
0	0
665	84
0	1
175	64
7	40
0	178
0	0
0	0
1	0
0	0
62	0
11	151
0	0
0	0
122	2
317	81
106	0
400	0
12	737
0	0
0	0
35	219
0	98
0	71
0	0
0	57
102	0
15	0
0	1
0	0
9	0
0	0
1418	0
0	6
625	173
0	0
176	142
2136	482
1	39
0	1367
87	0
145	0
159	1700
470	733
8	98
26	352
0	84
1829	1449
3	0
0	0
6	1805
2	233
0	0
0	0
344	73
13	1127
1	0
94	0
0	25
14	0
21	150
84	0
74	2614
1776	0
359	431
59	1391
0	0
0	0
0	186
0	0
0	192
0	0
0	0
17	471
30	91
1468	0
5	153
0	2
2	2
0	584
8	277
2	71
0	0
35	51
44	82
7	6
36	5
331	318
191	0
3	0
0	0
16	2646
26	2195
11	148
60	923
472	0
376	0
57	0
315	0
3047	338
34	17
252	211
7	12
189	3783
83	175
0	0
244	341
165	0
207	65
0	5
0	8
56	100
12	339
115	0
827	54
362	0
15	59
16	16
21	1185
18	2520
37	2310
15	51
115	62
3	8
6	52
92	325
4	302
16	3
6	406
19271	4
140	1
0	0
0	0
44	66
184	0
766	987
2	0
79	0
51	196
75	0
177	43
0	4
77	17
513	0
0	0
0	0
59	304
1	267
0	0
430	1430
63	0
184	515
0	11
0	0
0	0
161	0
1	567
1139	46
560	2374
46	72
358	0
44095	1
159	10
0	18
966	686
50	16
397	0
7	1
313	75
44	46
0	63
157	4
125	0
0	0
96	48
159	200
353	179
0	0
34	22
7	31
321	2624
0	12
2	0
0	46
26	24
5	255
309	0
318	849
0	0
0	0
212	0
0	17
0	0
3	20
0	27
0	1409
64	35
442	319
10868	773
0	0
142	0
0	0
0	0
8	230
0	0
0	0
7	0
7	52
586	90
331	86
21	230
16	0
3	19
263	539
0	1
